# koodo word-structure pack v1 (forms) | MorphyNet eng v1, CC BY-SA 3.0, source: English Wiktionary | https://github.com/kbatsuren/MorphyNet
aardvarks	aardvark
unbecame	unbecome
unbecomes	unbecome
unbecoming	unbecome
unbecomings	unbecoming
unbedded	unbed
unbedding	unbed
unbeds	unbed
unbeguiled	unbeguile
unbeguiles	unbeguile
unbeguiling	unbeguile
unbelieved	unbelieve
unbelievers	unbeliever
unbelieves	unbelieve
unbelieving	unbelieve
unbending	unbend
unbendings	unbending
unbends	unbend
unbent	unbend
unbespeaking	unbespeak
unbespeaks	unbespeak
unbespoke	unbespeak
unbespoken	unbespeak
unbethinking	unbethink
unbethinks	unbethink
unbethought	unbethink
unbewitched	unbewitch
unbewitchers	unbewitcher
unbewitches	unbewitch
unbewitching	unbewitch
unbiased	unbias
unbiases	unbias
unbiasing	unbias
unbinders	unbinder
unbinding	unbind
unbindings	unbinding
unbinds	unbind
unbirthdays	unbirthday
unbirthings	unbirthing
unbit	unbite
unbitched	unbitch
unbitches	unbitch
unbitching	unbitch
unbites	unbite
unbiting	unbite
unbits	unbit
unbitted	unbit
unbitten	unbite
unbitting	unbit
unblessed	unbless
unblesses	unbless
unblessing	unbless
unblockables	unblockable
unblockers	unblocker
unbloused	unblouse
unblouses	unblouse
unblousing	unblouse
unblued	unblue
unblueing	unblue
unblues	unblue
unblurred	unblur
unblurring	unblur
unblurs	unblur
unbodied	unbody
unbodies	unbody
unbodying	unbody
unboned	unbone
unbones	unbone
unboning	unbone
unbore	unbear
unbored	unbore
unbores	unbore
unboring	unbore
unborne	unbear
unbosomers	unbosomer
unbottled	unbottle
unbottles	unbottle
unbottling	unbottle
unbound	unbind
unbowelled	unbowel
unbowelling	unbowel
unbowels	unbowel
unboxed	unbox
unboxers	unboxer
unboxes	unbox
unboxing	unbox
unboxings	unboxing
unboyfriends	unboyfriend
unbraced	unbrace
unbraces	unbrace
unbracing	unbrace
unbrainwashed	unbrainwash
unbrainwashes	unbrainwash
unbrainwashing	unbrainwash
unbraked	unbrake
unbrakes	unbrake
unbraking	unbrake
unbreakables	unbreakable
unbreaking	unbreak
unbreaks	unbreak
unbred	unbreed
unbreeched	unbreech
unbreeches	unbreech
unbreeching	unbreech
unbreeding	unbreed
unbreeds	unbreed
unbridled	unbridle
unbridles	unbridle
unbridling	unbridle
unbroke	unbreak
unbroken	unbreak
unbrushed	unbrush
unbrushes	unbrush
unbrushing	unbrush
unbrutalized	unbrutalize
unbrutalizes	unbrutalize
unbrutalizing	unbrutalize
unbruted	unbrute
unbrutes	unbrute
unbruting	unbrute
unbuckled	unbuckle
unbuckles	unbuckle
unbuckling	unbuckle
unbuilding	unbuild
unbuilds	unbuild
unbuilt	unbuild
unbunched	unbunch
unbunches	unbunch
unbunching	unbunch
unbundled	unbundle
unbundlers	unbundler
unbundles	unbundle
unbundling	unbundle
unburials	unburial
unburied	unbury
unburies	unbury
unburying	unbury
unbusied	unbusy
unbusies	unbusy
unbusying	unbusy
uncabled	uncable
uncables	uncable
uncabling	uncable
uncached	uncache
uncaches	uncache
uncaching	uncache
uncaged	uncage
uncages	uncage
uncaging	uncage
uncaked	uncake
uncakes	uncake
uncaking	uncake
uncanned	uncan
uncannier	uncanny
uncanniest	uncanny
uncanning	uncan
uncanonised	uncanonise
uncanonises	uncanonise
uncanonising	uncanonise
uncanonized	uncanonize
uncanonizes	uncanonize
uncanonizing	uncanonize
uncans	uncan
uncaped	uncape
uncapes	uncape
uncaping	uncape
uncapitalised	uncapitalise
uncapitalises	uncapitalise
uncapitalising	uncapitalise
uncapitalized	uncapitalize
uncapitalizes	uncapitalize
uncapitalizing	uncapitalize
uncapped	uncap
uncappers	uncapper
uncapping	uncap
uncaps	uncap
uncaptured	uncapture
uncaptures	uncapture
uncapturing	uncapture
uncardinalled	uncardinal
uncardinalling	uncardinal
uncardinals	uncardinal
uncared	uncare
uncares	uncare
uncaring	uncare
uncased	uncase
uncases	uncase
uncasing	uncase
uncasting	uncast
uncastled	uncastle
uncastles	uncastle
uncastling	uncastle
uncastrated	uncastrate
uncastrates	uncastrate
uncastrating	uncastrate
uncasts	uncast
uncatches	uncatch
uncatching	uncatch
uncategorized	uncategorize
uncategorizes	uncategorize
uncategorizing	uncategorize
uncaught	uncatch
uncaused	uncause
uncauses	uncause
uncausing	uncause
uncelebrations	uncelebration
uncentred	uncentre
uncentres	uncentre
uncentring	uncentre
uncenturied	uncentury
uncenturies	uncentury
uncenturying	uncentury
unchainers	unchainer
unchangeables	unchangeable
unchanged	unchange
unchanges	unchange
unchanging	unchange
uncharged	uncharge
uncharges	uncharge
uncharging	uncharge
uncharnelled	uncharnel
uncharnelling	uncharnel
uncharnels	uncharnel
unchewables	unchewable
unchoked	unchoke
unchokes	unchoke
unchoking	unchoke
unchooses	unchoose
unchoosing	unchoose
unchose	unchoose
unchosen	unchoose
unchurched	unchurch
unchurches	unchurch
unchurching	unchurch
uncialized	uncialize
uncializes	uncialize
uncializing	uncialize
uncials	uncial
uncinched	uncinch
uncinches	uncinch
uncinching	uncinch
uncinectomies	uncinectomy
uncitied	uncity
uncities	uncity
uncitying	uncity
unclapped	unclap
unclapping	unclap
unclaps	unclap
unclassified	unclassify
unclassifies	unclassify
unclassifying	unclassify
uncleaner	unclean
uncleanest	unclean
uncleansed	uncleanse
uncleanses	uncleanse
uncleansing	uncleanse
uncled	uncle
unclefts	uncleft
unclejis	uncleji
unclenched	unclench
unclenches	unclench
unclenching	unclench
uncles	uncle
uncleys	uncley
unclies	uncly
unclinched	unclinch
unclinches	unclinch
unclinching	unclinch
uncling	uncle
unclipped	unclip
unclipping	unclip
unclips	unclip
unclogged	unclog
uncloggers	unclogger
unclogging	unclog
unclogs	unclog
unclosed	unclose
uncloses	unclose
unclosing	unclose
unclothed	unclothe
unclothes	unclothe
unclothing	unclothe
unclued	unclue
unclues	unclue
uncluing	unclue
unclutched	unclutch
unclutches	unclutch
unclutching	unclutch
uncoached	uncoach
uncoaches	uncoach
uncoaching	uncoach
uncoalesced	uncoalesce
uncoalesces	uncoalesce
uncoalescing	uncoalesce
uncodified	uncodify
uncodifies	uncodify
uncodifying	uncodify
uncoifed	uncoif
uncoifing	uncoif
uncoifs	uncoif
uncollapsed	uncollapse
uncollapses	uncollapse
uncollapsing	uncollapse
uncollectibles	uncollectible
uncombined	uncombine
uncombines	uncombine
uncombining	uncombine
uncomelier	uncomely
uncomeliest	uncomely
uncommercials	uncommercial
uncommits	uncommit
uncommitted	uncommit
uncommitting	uncommit
uncommoner	uncommon
uncommonest	uncommon
uncomplicated	uncomplicate
uncomplicates	uncomplicate
uncomplicating	uncomplicate
uncompressed	uncompress
uncompresses	uncompress
uncompressing	uncompress
uncompressions	uncompression
unconceded	unconcede
unconcedes	unconcede
unconceding	unconcede
unconcerns	unconcern
unconcessions	unconcession
unconferences	unconference
unconfigured	unconfigure
unconfigures	unconfigure
unconfiguring	unconfigure
unconfined	unconfine
unconfines	unconfine
unconfining	unconfine
unconformists	unconformist
unconfused	unconfuse
unconfuses	unconfuse
unconfusing	unconfuse
unconsciouses	unconscious
unconsecrated	unconsecrate
unconsecrates	unconsecrate
unconsecrating	unconsecrate
unconvened	unconvene
unconvenes	unconvene
unconvening	unconvene
unconventionals	unconventional
unconvinced	unconvince
unconvinces	unconvince
unconvincing	unconvince
uncopyrightables	uncopyrightable
uncorkers	uncorker
uncorrelations	uncorrelation
uncountables	uncountable
uncoupled	uncouple
uncouplers	uncoupler
uncouples	uncouple
uncoupling	uncouple
uncoverers	uncoverer
uncrated	uncrate
uncrates	uncrate
uncrating	uncrate
uncreased	uncrease
uncreases	uncrease
uncreasing	uncrease
uncreated	uncreate
uncreates	uncreate
uncreating	uncreate
uncrinkled	uncrinkle
uncrinkles	uncrinkle
uncrinkling	uncrinkle
uncropped	uncrop
uncropping	uncrop
uncrops	uncrop
uncrossed	uncross
uncrosses	uncross
uncrossing	uncross
uncrouched	uncrouch
uncrouches	uncrouch
uncrouching	uncrouch
uncrumpled	uncrumple
uncrumples	uncrumple
uncrumpling	uncrumple
uncrunched	uncrunch
uncrunches	uncrunch
uncrunching	uncrunch
uncrystallized	uncrystallize
uncrystallizes	uncrystallize
uncrystallizing	uncrystallize
uncupped	uncup
uncupping	uncup
uncups	uncup
uncured	uncure
uncures	uncure
uncuring	uncure
uncurried	uncurry
uncurries	uncurry
uncurrying	uncurry
uncursed	uncurse
uncurses	uncurse
uncursing	uncurse
undammed	undam
undamming	undam
undams	undam
undatables	undatable
undateables	undateable
undazzled	undazzle
undazzles	undazzle
undazzling	undazzle
undeads	undead
undecaacetates	undecaacetate
undecaborates	undecaborate
undecacarbonates	undecacarbonate
undecagons	undecagon
undecahydrates	undecahydrate
undecamers	undecamer
undecanes	undecane
undecanoates	undecanoate
undecanols	undecanol
undecanucleotides	undecanucleotide
undecaoxides	undecaoxide
undecapeptides	undecapeptide
undecasulfides	undecasulfide
undeceived	undeceive
undeceivers	undeceiver
undeceives	undeceive
undeceiving	undeceive
undecided	undecide
undecideds	undecided
undecides	undecide
undeciding	undecide
undeclared	undeclare
undeclares	undeclare
undeclaring	undeclare
undeclinables	undeclinable
undecorated	undecorate
undecorates	undecorate
undecorating	undecorate
undecylates	undecylate
undefeatables	undefeatable
undefinables	undefinable
undefined	undefine
undefines	undefine
undefining	undefine
undeified	undeify
undeifies	undeify
undeifying	undeify
undeleters	undeleter
undeliverables	undeliverable
undeluded	undelude
undeludes	undelude
undeluding	undelude
undelved	undelve
undelves	undelve
undelving	undelve
undemocratised	undemocratise
undemocratises	undemocratise
undemocratising	undemocratise
undemocratized	undemocratize
undemocratizes	undemocratize
undemocratizing	undemocratize
undemolished	undemolish
undemolishes	undemolish
undemolishing	undemolish
underaccommodated	underaccommodate
underaccommodates	underaccommodate
underaccommodating	underaccommodate
underacetylations	underacetylation
underachieved	underachieve
underachievements	underachievement
underachievers	underachiever
underachieves	underachieve
underachieving	underachieve
underactivated	underactivate
underactivates	underactivate
underactivating	underactivate
underactors	underactor
underactuated	underactuate
underactuates	underactuate
underactuating	underactuate
underadjustments	underadjustment
underagents	underagent
underallocated	underallocate
underallocates	underallocate
underallocating	underallocate
underamplified	underamplify
underamplifies	underamplify
underamplifying	underamplify
underannotated	underannotate
underannotates	underannotate
underannotating	underannotate
underapplied	underapply
underapplies	underapply
underapplying	underapply
underappraisals	underappraisal
underappreciated	underappreciate
underappreciates	underappreciate
underappreciating	underappreciate
underapproximated	underapproximate
underapproximates	underapproximate
underapproximating	underapproximate
underapproximations	underapproximation
underarmed	underarm
underarming	underarm
underarms	underarm
underarticulated	underarticulate
underarticulates	underarticulate
underarticulating	underarticulate
underassessed	underassess
underassesses	underassess
underassessing	underassess
underassistants	underassistant
underate	undereat
underattenuations	underattenuation
underawed	underawe
underawes	underawe
underawing	underawe
underbacks	underback
underbaked	underbake
underbakes	underbake
underbaking	underbake
underbars	underbar
underbearers	underbearer
underbearing	underbear
underbears	underbear
underbellies	underbelly
underbets	underbet
underbetting	underbet
underbidders	underbidder
underbidding	underbid
underbids	underbid
underbinding	underbind
underbinds	underbind
underbit	underbite
underbites	underbite
underbiting	underbite
underbitten	underbite
underblankets	underblanket
underblew	underblow
underblouses	underblouse
underblowing	underblow
underblown	underblow
underblows	underblow
underboards	underboard
underbodices	underbodice
underbones	underbone
underboobs	underboob
underbore	underbear
underborne	underbear
underbosses	underboss
underbottoms	underbottom
underbought	underbuy
underbound	underbind
underbraced	underbrace
underbraces	underbrace
underbracing	underbrace
underbranches	underbranch
underbreaks	underbreak
underbreathed	underbreathe
underbreathes	underbreathe
underbreathing	underbreathe
underbreaths	underbreath
underbred	underbreed
underbreeding	underbreed
underbreeds	underbreed
underbridges	underbridge
underbrims	underbrim
underbringing	underbring
underbrings	underbring
underbrought	underbring
underbrushed	underbrush
underbrushes	underbrush
underbrushing	underbrush
underbuilders	underbuilder
underbuilding	underbuild
underbuildings	underbuilding
underbuilds	underbuild
underbuilt	underbuild
underbums	underbum
underburied	underbury
underburies	underbury
underburned	underburn
underburning	underburn
underburns	underburn
underburying	underbury
underbusts	underbust
underbutts	underbutt
underbuying	underbuy
underbuys	underbuy
undercalculated	undercalculate
undercalculates	undercalculate
undercalculating	undercalculate
undercame	undercome
undercanopies	undercanopy
undercapitalized	undercapitalize
undercapitalizes	undercapitalize
undercapitalizing	undercapitalize
undercars	undercar
undercarts	undercart
undercasting	undercast
undercasts	undercast
undercellars	undercellar
underchallenged	underchallenge
underchallenges	underchallenge
underchallenging	underchallenge
underchamberlains	underchamberlain
undercharged	undercharge
undercharges	undercharge
undercharging	undercharge
undercities	undercity
underclassers	underclasser
underclasses	underclass
underclassified	underclassify
underclassifies	underclassify
underclassifying	underclassify
underclays	underclay
underclerks	underclerk
underclerkships	underclerkship
undercliffs	undercliff
underclothed	underclothe
underclothes	underclothe
underclothing	underclothe
underclubbed	underclub
underclubbing	underclub
underclubs	underclub
underclusterings	underclustering
undercoated	undercoat
undercoating	undercoat
undercoats	undercoat
undercoded	undercode
undercodes	undercode
undercoding	undercode
undercollars	undercollar
undercolored	undercolor
undercoloring	undercolor
undercolors	undercolor
undercoloured	undercolour
undercolouring	undercolour
undercolours	undercolour
undercomes	undercome
undercoming	undercome
undercommits	undercommit
undercommitted	undercommit
undercommitting	undercommit
undercompensated	undercompensate
undercompensates	undercompensate
undercompensating	undercompensate
undercompensations	undercompensation
underconstables	underconstable
underconsumed	underconsume
underconsumes	underconsume
underconsuming	underconsume
undercontextualized	undercontextualize
undercontextualizes	undercontextualize
undercontextualizing	undercontextualize
undercontrollers	undercontroller
undercooked	undercook
undercooking	undercook
undercooks	undercook
undercorrections	undercorrection
undercounted	undercount
undercounting	undercount
undercounts	undercount
undercoverings	undercovering
undercoverts	undercovert
undercreeping	undercreep
undercreeps	undercreep
undercrept	undercreep
undercried	undercry
undercries	undercry
undercrofts	undercroft
undercrossings	undercrossing
undercrying	undercry
undercultures	underculture
undercurrented	undercurrent
undercurrenting	undercurrent
undercurrents	undercurrent
undercurves	undercurve
undercuts	undercut
undercutters	undercutter
undercutting	undercut
undercuttings	undercutting
underdealing	underdeal
underdeals	underdeal
underdealt	underdeal
underdecks	underdeck
underdefined	underdefine
underdefines	underdefine
underdefining	underdefine
underdelved	underdelve
underdelves	underdelve
underdelving	underdelve
underdensities	underdensity
underdetermined	underdetermine
underdetermines	underdetermine
underdetermining	underdetermine
underdiagnosed	underdiagnose
underdiagnoses	underdiagnose
underdiagnosing	underdiagnose
underdid	underdo
underdigging	underdig
underdigs	underdig
underdiscussed	underdiscuss
underdiscusses	underdiscuss
underdiscussing	underdiscuss
underdiversified	underdiversify
underdiversifies	underdiversify
underdiversifying	underdiversify
underdoers	underdoer
underdoes	underdo
underdogs	underdog
underdoing	underdo
underdone	underdo
underdoped	underdope
underdopes	underdope
underdoping	underdope
underdosages	underdosage
underdosed	underdose
underdoses	underdose
underdosing	underdose
underdots	underdot
underdragged	underdrag
underdragging	underdrag
underdrags	underdrag
underdrained	underdrain
underdraining	underdrain
underdrains	underdrain
underdramatized	underdramatize
underdramatizes	underdramatize
underdramatizing	underdramatize
underdrawing	underdraw
underdrawn	underdraw
underdraws	underdraw
underdressed	underdress
underdresses	underdress
underdressing	underdress
underdrew	underdraw
underdrifts	underdrift
underdriven	underdrive
underdrives	underdrive
underdriving	underdrive
underdrove	underdrive
underdug	underdig
underearners	underearner
undereaten	undereat
undereaters	undereater
undereating	undereat
undereats	undereat
undereducated	undereducate
undereducates	undereducate
undereducating	undereducate
underemphasised	underemphasise
underemphasises	underemphasise
underemphasising	underemphasise
underemphasized	underemphasize
underemphasizes	underemphasize
underemphasizing	underemphasize
underenforced	underenforce
underenforces	underenforce
underenforcing	underenforce
underenrichments	underenrichment
underestimated	underestimate
underestimates	underestimate
underestimating	underestimate
underestimators	underestimator
underetched	underetch
underetches	underetch
underetching	underetch
underevaluated	underevaluate
underevaluates	underevaluate
underevaluating	underevaluate
underexaggerated	underexaggerate
underexaggerates	underexaggerate
underexaggerating	underexaggerate
underexercised	underexercise
underexercises	underexercise
underexercising	underexercise
underexpansions	underexpansion
underexploitations	underexploitation
underexposed	underexpose
underexposes	underexpose
underexposing	underexpose
underexpressed	underexpress
underexpresses	underexpress
underexpressing	underexpress
underfaces	underface
underfamilies	underfamily
underfanged	underfang
underfanging	underfang
underfangs	underfang
underfarmers	underfarmer
underfed	underfeed
